teamcode,Season,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted By,Draft Year,Salary,Index,PlayerKey,ProfileLookup,Player ID,PlayerImgurl,HeightInInches,Draft Pick (Overall),Draft Round,UPPERCASE
DAL,2019,50,Sean Lee,33,LB,3,2,245,6-2,Penn St.,"Tuesday, July 22, 1986",9,,Dallas Cowboys,2010,"$2,000,000.",27,DAL27,https://www.pro-football-reference.com/players/L/LeexSe99.htm,DAL27,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/LeexSe99_2019.jpg,74,,,SEAN LEE
DAL,2019,49,Jamize Olawale,30,FB,3,2,240,6-1,North Texas,"Monday, April 17, 1989",7,,Undrafted,,"$1,000,000.",33,DAL33,https://www.pro-football-reference.com/players/O/OlawJa00.htm,DAL33,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/OlawJa00_2019.jpg,73,,,JAMIZE OLAWALE
DEN,2019,99,Adam Gotsis,27,DT,3,2,287,6-4,Georgia Tech,"Wednesday, September 23, 1992",3,,Denver Broncos,2016,"$986,987.",15,DEN15,https://www.pro-football-reference.com/players/G/GotsAd00.htm,DEN15,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GotsAd00_2019.jpg,76,,,ADAM GOTSIS
DEN,2019,34,Will Parks,25,S,3,1,194,6-1,Arizona,"Friday, July 29, 1994",3,,Denver Broncos,2016,"$2,025,000.",37,DEN37,https://www.pro-football-reference.com/players/P/ParkWi01.htm,DEN37,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ParkWi01_2019.jpg,73,,,WILL PARKS
DEN,2019,14,Courtland Sutton,24,WR,3,2,216,6-4,SMU,"Tuesday, October 10, 1995",1,,Denver Broncos,2018,"$790,996.",46,DEN46,https://www.pro-football-reference.com/players/S/SuttCo00.htm,DEN46,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SuttCo00_2019.jpg,76,,,COURTLAND SUTTON
DET,2019,80,Danny Amendola,34,WR,3,2,185,5-11,Texas Tech,"Saturday, November 2, 1985",10,,Undrafted,,"$4,250,000.",2,DET2,https://www.pro-football-reference.com/players/A/AmenDa00.htm,DET2,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/AmenDa00_2019.jpg,71,,,DANNY AMENDOLA
DET,2019,96,Mike Daniels,30,DT,3,1,310,6-0,Iowa,"Friday, May 5, 1989",7,,Green Bay Packers,2012,"$7,800,000.",9,DET9,https://www.pro-football-reference.com/players/D/DaniMi00.htm,DET9,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DaniMi00_2019.jpg,72,,,MIKE DANIELS
DET,2019,91,A'Shawn Robinson,24,DT,3,2,330,6-4,Alabama,"Tuesday, March 21, 1995",3,,Detroit Lions,2016,"$1,163,678.",42,DET42,https://www.pro-football-reference.com/players/R/RobiAS00.htm,DET42,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RobiAS00_2019.jpg,76,,,ASHAWN ROBINSON
DET,2019,32,Tavon Wilson,29,FS,3,1,208,6-0,Illinois,"Monday, March 19, 1990",7,,New England Patriots,2012,"$1,000,000.",52,DET52,https://www.pro-football-reference.com/players/W/WilsTa00.htm,DET52,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WilsTa00_2019.jpg,72,,,TAVON WILSON
GNB,2019,20,Kevin King,24,CB,3,2,200,6-3,Washington,"Friday, May 5, 1995",2,,Green Bay Packers,2017,"$1,108,717.",24,GNB24,https://www.pro-football-reference.com/players/K/KingKe01.htm,GNB24,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/KingKe01_2019.jpg,75,,,KEVIN KING
GNB,2019,45,Danny Vitale,26,FB,3,2,239,6-0,Northwestern,"Saturday, October 23, 1993",3,,Tampa Bay Buccaneers,2016,"$720,000.",49,GNB49,https://www.pro-football-reference.com/players/V/VitaDa00.htm,GNB49,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/VitaDa00_2019.jpg,72,,,DANNY VITALE
GNB,2019,38,Tramon Williams,36,DB,3,1,191,5-11,Louisiana Tech,"Wednesday, March 16, 1983",12,,Undrafted,,"$3,250,000.",52,GNB52,https://www.pro-football-reference.com/players/W/WillTr99.htm,GNB52,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WillTr99_2019.jpg,71,,,TRAMON WILLIAMS
JAX,2019,95,Abry Jones,28,DT,3,2,318,6-4,Georgia,"Sunday, September 8, 1991",6,,Undrafted,,"$3,400,000.",26,JAX26,https://www.pro-football-reference.com/players/J/JoneAb00.htm,JAX26,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JoneAb00_2019.jpg,76,,,ABRY JONES
KAN,2019,29,Kendall Fuller,24,CB,3,2,198,5-11,Virginia Tech,"Monday, February 13, 1995",3,,Washington Redskins,2016,"$2,025,000.",11,KAN11,https://www.pro-football-reference.com/players/F/FullKe00.htm,KAN11,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/FullKe00_2019.jpg,71,,,KENDALL FULLER
KAN,2019,50,Darron Lee,25,OLB,3,1,232,6-1,Ohio St.,"Tuesday, October 18, 1994",3,,New York Jets,2016,"$1,843,861.",19,KAN19,https://www.pro-football-reference.com/players/L/LeexDa00.htm,KAN19,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/LeexDa00_2019.jpg,73,,,DARRON LEE
KAN,2019,11,Demarcus Robinson,25,WR,3,2,203,6-1,Florida,"Wednesday, September 21, 1994",3,,Kansas City Chiefs,2016,"$2,015,500.",34,KAN34,https://www.pro-football-reference.com/players/R/RobiDe01.htm,KAN34,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RobiDe01_2019.jpg,73,,,DEMARCUS ROBINSON
MIA,2019,32,Kenyan Drake,25,RB,3,1,211,6-1,Alabama,"Wednesday, January 26, 1994",3,,Miami Dolphins,2016,"$2,025,000.",13,MIA13,https://www.pro-football-reference.com/players/D/DrakKe00.htm,MIA13,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DrakKe00_2019.jpg,73,,,KENYAN DRAKE
MIA,2019,14,Ryan Fitzpatrick,37,QB,3,2,228,6-2,Harvard,"Wednesday, November 24, 1982",14,,St. Louis Rams,2005,"$1,500,000.",15,MIA15,https://www.pro-football-reference.com/players/F/FitzRy00.htm,MIA15,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/FitzRy00_2019.jpg,74,,,RYAN FITZPATRICK
MIA,2019,17,Allen Hurns,28,WR,3,1,195,6-3,Miami (FL),"Tuesday, November 12, 1991",5,,Undrafted,,"$1,750,000.",24,MIA24,https://www.pro-football-reference.com/players/H/HurnAl01.htm,MIA24,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HurnAl01_2019.jpg,75,,,ALLEN HURNS
MIA,2019,52,Raekwon McMillan,24,ILB,3,2,242,6-2,Ohio St.,"Friday, November 17, 1995",1,,Miami Dolphins,2017,"$892,049.",33,MIA33,https://www.pro-football-reference.com/players/M/McMiRa02.htm,MIA33,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/McMiRa02_2019.jpg,74,,,RAEKWON MCMILLAN
MIA,2019,83,Nick O'Leary,27,TE,3,1,252,6-3,Florida St.,"Monday, August 31, 1992",4,,Buffalo Bills,2015,"$1,000,000.",36,MIA36,https://www.pro-football-reference.com/players/O/OLeaNi00.htm,MIA36,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/OLeaNi00_2019.jpg,75,,,NICK OLEARY
MIN,2019,84,Irv Smith Jr.,21,TE,3,1,242,6-2,Alabama,"Sunday, August 9, 1998",0,,Minnesota Vikings,2019,"$1,447,500.",44,MIN44,https://www.pro-football-reference.com/players/S/SmitIr01.htm,MIN44,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SmitIr01_2019.jpg,74,,,IRV SMITH JR
NOR,2019,87,Jared Cook,32,TE,3,1,254,6-5,South Carolina,"Tuesday, April 7, 1987",10,,Tennessee Titans,2009,"$2,000,000.",10,NOR10,https://www.pro-football-reference.com/players/C/CookJa02.htm,NOR10,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CookJa02_2019.jpg,77,,,JARED COOK
NOR,2019,19,Ted Ginn,34,WR,3,2,180,5-11,Ohio St.,"Friday, April 12, 1985",12,,Miami Dolphins,2007,"$2,500,000.",18,NOR18,https://www.pro-football-reference.com/players/G/GinnTe00.htm,NOR18,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GinnTe00_2019.jpg,71,,,TED GINN
NOR,2019,42,Zach Line,29,FB,3,1,233,6-1,SMU,"Saturday, May 26, 1990",6,,Undrafted,,"$850,000.",33,NOR33,https://www.pro-football-reference.com/players/L/LineZa01.htm,NOR33,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/LineZa01_2019.jpg,73,,,ZACH LINE
NOR,2019,26,P.J. Williams,26,CB,3,2,196,6-0,Florida St.,"Tuesday, June 1, 1993",3,,New Orleans Saints,2015,"$850,000.",51,NOR51,https://www.pro-football-reference.com/players/W/WillP.00.htm,NOR51,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WillP.00_2019.jpg,72,,,PJ WILLIAMS
NWE,2019,77,Michael Bennett,34,DE,3,1,275,6-4,Texas A&M,"Wednesday, November 13, 1985",10,,Undrafted,,"$3,000,000.",2,NWE2,https://www.pro-football-reference.com/players/B/BennMi99.htm,NWE2,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BennMi99_2019.jpg,76,,,MICHAEL BENNETT
NWE,2019,34,Rex Burkhead,29,RB,3,1,215,5-10,Nebraska,"Monday, July 2, 1990",6,,Cincinnati Bengals,2013,"$1,750,000.",7,NWE7,https://www.pro-football-reference.com/players/B/BurkRe00.htm,NWE7,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BurkRe00_2019.jpg,70,,,REX BURKHEAD
NWE,2019,23,Patrick Chung,32,DB,3,2,215,5-11,Oregon,"Wednesday, August 19, 1987",10,,New England Patriots,2009,"$1,900,000.",12,NWE12,https://www.pro-football-reference.com/players/C/ChunPa99.htm,NWE12,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ChunPa99_2019.jpg,71,,,PATRICK CHUNG
NWE,2019,26,Sony Michel,24,RB,3,2,215,5-11,Georgia,"Friday, February 17, 1995",1,,New England Patriots,2018,"$917,577.",38,NWE38,https://www.pro-football-reference.com/players/M/MichSo00.htm,NWE38,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MichSo00_2019.jpg,71,,,SONY MICHEL
NWE,2019,52,Elandon Roberts,25,ILB,3,2,238,6-0,Houston,"Friday, April 22, 1994",3,,New England Patriots,2016,"$2,025,000.",41,NWE41,https://www.pro-football-reference.com/players/R/RobeEl00.htm,NWE41,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RobeEl00_2019.jpg,72,,,ELANDON ROBERTS
NWE,2019,55,John Simon,29,DE,3,2,260,6-2,Ohio St.,"Sunday, October 14, 1990",6,,Baltimore Ravens,2013,"$900,000.",43,NWE43,https://www.pro-football-reference.com/players/S/SimoJo01.htm,NWE43,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SimoJo01_2019.jpg,74,,,JOHN SIMON
NYG,2019,88,Evan Engram,25,TE,3,2,240,6-3,Mississippi,"Friday, September 2, 1994",2,,New York Giants,2017,"$1,439,391.",13,NYG13,https://www.pro-football-reference.com/players/E/EngrEv00.htm,NYG13,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/EngrEv00_2019.jpg,75,,,EVAN ENGRAM
NYJ,2019,93,Tarell Basham,25,DE,3,1,266,6-4,Ohio,"Friday, March 18, 1994",2,,Indianapolis Colts,2017,"$687,500.",3,NYJ3,https://www.pro-football-reference.com/players/B/BashTa00.htm,NYJ3,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BashTa00_2019.jpg,76,,,TARELL BASHAM
NYJ,2019,22,Trumaine Johnson,29,CB,3,1,213,6-2,Montana,"Monday, January 1, 1990",7,,St. Louis Rams,2012,"$8,000,000.",27,NYJ27,https://www.pro-football-reference.com/players/J/JohnTr05.htm,NYJ27,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JohnTr05_2019.jpg,74,,,TRUMAINE JOHNSON
NYJ,2019,34,Brian Poole,27,S,3,1,213,5-10,Florida,"Tuesday, October 20, 1992",3,,Undrafted,,"$1,000,000.",42,NYJ42,https://www.pro-football-reference.com/players/P/PoolBr01.htm,NYJ42,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PoolBr01_2019.jpg,70,,,BRIAN POOLE
OTI,2019,10,Adam Humphries,26,WR,3,1,195,5-11,Clemson,"Thursday, June 24, 1993",4,,Undrafted,,"$2,000,000.",22,OTI22,https://www.pro-football-reference.com/players/H/HumpAd00.htm,OTI22,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HumpAd00_2019.jpg,71,,,ADAM HUMPHRIES
OTI,2019,25,Adoree' Jackson,24,CB,3,2,185,5-11,USC,"Monday, September 18, 1995",2,,Tennessee Titans,2017,"$1,490,708.",23,OTI23,https://www.pro-football-reference.com/players/J/JackAd00.htm,OTI23,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JackAd00_2019.jpg,71,,,ADOREE JACKSON
OTI,2019,85,MyCole Pruitt,27,TE,3,1,245,6-2,Southern Illinois,"Tuesday, March 24, 1992",4,,Minnesota Vikings,2015,"$720,000.",37,OTI37,https://www.pro-football-reference.com/players/P/PruiMy00.htm,OTI37,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PruiMy00_2019.jpg,74,,,MYCOLE PRUITT
OTI,2019,82,Delanie Walker,35,TE,3,2,248,6-2,Central Missouri St.,"Sunday, August 12, 1984",13,,San Francisco 49ers,2006,"$4,080,000.",51,OTI51,https://www.pro-football-reference.com/players/W/WalkHu00.htm,OTI51,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WalkHu00_2019.jpg,74,,,DELANIE WALKER
PHI,2019,32,Rasul Douglas,24,CB,3,1,209,6-2,West Virginia,"Tuesday, August 29, 1995",2,,Philadelphia Eagles,2017,"$670,000.",12,PHI12,https://www.pro-football-reference.com/players/D/DougRa00.htm,PHI12,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DougRa00_2019.jpg,74,,,RASUL DOUGLAS
PHI,2019,22,Sidney Jones,23,CB,3,2,181,6-0,Washington,"Tuesday, May 21, 1996",2,,Philadelphia Eagles,2017,"$1,023,190.",34,PHI34,https://www.pro-football-reference.com/players/J/JoneSi00.htm,PHI34,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JoneSi00_2019.jpg,72,,,SIDNEY JONES
PHI,2019,98,Hassan Ridgeway,25,DT,3,1,305,6-3,Texas,"Wednesday, November 2, 1994",3,,Indianapolis Colts,2016,"$720,000.",43,PHI43,https://www.pro-football-reference.com/players/R/RidgHa00.htm,PHI43,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RidgHa00_2019.jpg,75,,,HASSAN RIDGEWAY
PHI,2019,43,Darren Sproles,36,RB,3,1,190,5-6,Kansas St.,"Monday, June 20, 1983",14,,San Diego Chargers,2005,"$1,030,000.",48,PHI48,https://www.pro-football-reference.com/players/S/SproDa00.htm,PHI48,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SproDa00_2019.jpg,66,,,DARREN SPROLES
PIT,2019,26,Mark Barron,30,LB,3,2,230,6-2,Alabama,"Friday, October 27, 1989",7,,Tampa Bay Buccaneers,2012,"$1,000,000.",3,PIT3,https://www.pro-football-reference.com/players/B/BarrMa00.htm,PIT3,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BarrMa00_2019.jpg,74,,,MARK BARRON
PIT,2019,85,Xavier Grimble,27,TE,3,1,261,6-4,USC,"Tuesday, September 22, 1992",5,,Undrafted,,"$2,025,000.",23,PIT23,https://www.pro-football-reference.com/players/G/GrimXa00.htm,PIT23,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GrimXa00_2019.jpg,76,,,XAVIER GRIMBLE
PIT,2019,79,Javon Hargrave,26,DT,3,2,305,6-2,South Carolina St.,"Sunday, February 7, 1993",3,,Pittsburgh Steelers,2016,"$2,025,000.",25,PIT25,https://www.pro-football-reference.com/players/H/HargJa00.htm,PIT25,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HargJa00_2019.jpg,74,,,JAVON HARGRAVE
PIT,2019,13,James Washington,23,WR,3,2,213,5-11,Oklahoma St.,"Tuesday, April 2, 1996",1,,Pittsburgh Steelers,2018,"$684,607.",50,PIT50,https://www.pro-football-reference.com/players/W/WashJa00.htm,PIT50,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WashJa00_2019.jpg,71,,,JAMES WASHINGTON
RAI,2019,85,Derek Carrier,29,WR,3,1,240,6-3,Beloit,"Wednesday, July 25, 1990",7,,Undrafted,,"$1,600,000.",4,RAI4,https://www.pro-football-reference.com/players/C/CarrDe00.htm,RAI4,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CarrDe00_2019.jpg,75,,,DEREK CARRIER
RAI,2019,71,Denzelle Good,28,OT,3,2,340,6-5,Mars Hill,"Friday, March 8, 1991",4,,Indianapolis Colts,2015,"$1,000,000.",13,RAI13,https://www.pro-football-reference.com/players/G/GoodDe01.htm,RAI13,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GoodDe01_2019.jpg,77,,,DENZELLE GOOD
RAI,2019,92,P.J. Hall,24,DT,3,1,305,6-0,Sam Houston St.,"Wednesday, April 5, 1995",1,,Oakland Raiders,2018,"$693,830.",15,RAI15,https://www.pro-football-reference.com/players/H/HallP.00.htm,RAI15,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HallP.00_2019.jpg,72,,,PJ HALL
RAI,2019,25,Erik Harris,29,DB,3,1,220,6-2,California (PA),"Monday, April 2, 1990",3,,Undrafted,,"$1,275,000.",18,RAI18,https://www.pro-football-reference.com/players/H/HarrEr00.htm,RAI18,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HarrEr00_2019.jpg,74,,,ERIK HARRIS
RAI,2019,29,Lamarcus Joyner,29,CB,3,1,185,5-8,Florida St.,"Tuesday, November 27, 1990",5,,St. Louis Rams,2014,"$4,700,000.",27,RAI27,https://www.pro-football-reference.com/players/J/JoynLa00.htm,RAI27,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JoynLa00_2019.jpg,68,,,LAMARCUS JOYNER
RAI,2019,87,Foster Moreau,22,TE,3,2,250,6-4,LSU,"Tuesday, May 6, 1997",0,,Oakland Raiders,2019,"$910,000.",35,RAI35,https://www.pro-football-reference.com/players/M/MoreFo00.htm,RAI35,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MoreFo00_2019.jpg,76,,,FOSTER MOREAU
RAI,2019,35,Curtis Riley,27,CB,3,1,190,6-0,Fresno St.,"Saturday, July 18, 1992",3,,Undrafted,,"$720,000.",43,RAI43,https://www.pro-football-reference.com/players/R/RileCu00.htm,RAI43,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RileCu00_2019.jpg,72,,,CURTIS RILEY
RAM,2019,81,Gerald Everett,25,TE,3,1,240,6-3,South Alabama,"Saturday, June 25, 1994",2,,Los Angeles Rams,2017,"$1,014,497.",12,RAM12,https://www.pro-football-reference.com/players/E/EverGe00.htm,RAM12,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/EverGe00_2019.jpg,75,,,GERALD EVERETT
RAV,2019,86,Nick Boyle,26,TE,3,2,270,6-4,Delaware,"Wednesday, February 17, 1993",4,,Baltimore Ravens,2015,"$1,000,000.",7,RAV7,https://www.pro-football-reference.com/players/B/BoylNi00.htm,RAV7,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BoylNi00_2019.jpg,76,,,NICK BOYLE
RAV,2019,44,Marlon Humphrey,23,CB,3,2,197,6-0,Alabama,"Monday, July 8, 1996",2,,Baltimore Ravens,2017,"$1,542,044.",20,RAV20,https://www.pro-football-reference.com/players/H/HumpMa00.htm,RAV20,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HumpMa00_2019.jpg,72,,,MARLON HUMPHREY
RAV,2019,81,Hayden Hurst,26,TE,3,1,245,6-4,South Carolina,"Tuesday, August 24, 1993",1,,Baltimore Ravens,2018,"$981,638.",21,RAV21,https://www.pro-football-reference.com/players/H/HursHa00.htm,RAV21,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HursHa00_2019.jpg,76,,,HAYDEN HURST
RAV,2019,27,Cyrus Jones,26,CB,3,1,195,5-10,Alabama,"Monday, November 29, 1993",3,,New England Patriots,2016,"$996,000.",26,RAV26,https://www.pro-football-reference.com/players/J/JoneCy00.htm,RAV26,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JoneCy00_2019.jpg,70,,,CYRUS JONES
RAV,2019,83,Willie Snead,27,WR,3,2,205,5-11,Ball St.,"Saturday, October 17, 1992",5,,Undrafted,,"$3,000,000.",43,RAV43,https://www.pro-football-reference.com/players/S/SneaWi00.htm,RAV43,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SneaWi00_2019.jpg,71,,,WILLIE SNEAD
RAV,2019,93,Chris Wormley,26,DT,3,1,300,6-5,Michigan,"Monday, October 25, 1993",2,,Baltimore Ravens,2017,"$736,000.",50,RAV50,https://www.pro-football-reference.com/players/W/WormCh00.htm,RAV50,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WormCh00_2019.jpg,77,,,CHRIS WORMLEY
SDG,2019,12,Travis Benjamin,30,WR,3,2,175,5-10,Miami (FL),"Friday, December 29, 1989",7,,Cleveland Browns,2012,"$5,250,000.",3,SDG3,https://www.pro-football-reference.com/players/B/BenjTr00.htm,SDG3,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BenjTr00_2019.jpg,70,,,TRAVIS BENJAMIN
SDG,2019,88,Virgil Green,31,TE,3,2,255,6-5,Nevada,"Wednesday, August 3, 1988",8,,Denver Broncos,2011,"$2,500,000.",16,SDG16,https://www.pro-football-reference.com/players/G/GreeVi00.htm,SDG16,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GreeVi00_2019.jpg,77,,,VIRGIL GREEN
SDG,2019,52,Denzel Perryman,27,ILB,3,1,240,5-11,Miami (FL),"Saturday, December 5, 1992",4,,San Diego Chargers,2015,"$850,000.",33,SDG33,https://www.pro-football-reference.com/players/P/PerrDe00.htm,SDG33,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PerrDe00_2019.jpg,71,,,DENZEL PERRYMAN
SEA,2019,18,Jaron Brown,29,WR,3,2,204,6-3,Clemson,"Monday, January 8, 1990",6,,Undrafted,,"$2,750,000.",7,SEA7,https://www.pro-football-reference.com/players/B/BrowJa03.htm,SEA7,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BrowJa03_2019.jpg,75,,,JARON BROWN
SEA,2019,90,Jadeveon Clowney,26,DE,3,2,255,6-5,South Carolina,"Sunday, February 14, 1993",5,,Houston Texans,2014,"$15,967,200.",10,SEA10,https://www.pro-football-reference.com/players/C/ClowJa00.htm,SEA10,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ClowJa00_2019.jpg,77,,,JADEVEON CLOWNEY
SEA,2019,98,Rasheem Green,22,DT,3,2,279,6-4,USC,"Thursday, May 15, 1997",1,,Seattle Seahawks,2018,"$639,000.",18,SEA18,https://www.pro-football-reference.com/players/G/GreeRa01.htm,SEA18,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GreeRa01_2019.jpg,76,,,RASHEEM GREEN
SEA,2019,42,Delano Hill,24,FS,3,2,216,6-1,Michigan,"Sunday, November 26, 1995",2,,Seattle Seahawks,2017,"$678,000.",21,SEA21,https://www.pro-football-reference.com/players/H/HillDe02.htm,SEA21,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HillDe02_2019.jpg,73,,,DELANO HILL
SEA,2019,70,Mike Iupati,32,G,3,2,331,6-5,Idaho,"Tuesday, May 12, 1987",9,,San Francisco 49ers,2010,"$1,000,000.",25,SEA25,https://www.pro-football-reference.com/players/I/IupaMi20.htm,SEA25,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/IupaMi20_2019.jpg,77,,,MIKE IUPATI
SEA,2019,81,Nick Vannett,26,TE,3,1,261,6-6,Ohio St.,"Saturday, March 6, 1993",3,,Seattle Seahawks,2016,"$736,000.",48,SEA48,https://www.pro-football-reference.com/players/V/VannNi00.htm,SEA48,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/VannNi00_2019.jpg,78,,,NICK VANNETT
SFO,2019,55,Dee Ford,28,DE,3,2,252,6-2,Auburn,"Tuesday, March 19, 1991",5,,Kansas City Chiefs,2014,"$4,750,000.",14,SFO14,https://www.pro-football-reference.com/players/F/FordDe00.htm,SFO14,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/FordDe00_2019.jpg,74,,,DEE FORD
SFO,2019,57,Dre Greenlaw,22,LB,3,1,227,6-2,Arkansas,"Sunday, May 25, 1997",0,,San Francisco 49ers,2019,"$710,000.",19,SFO19,https://www.pro-football-reference.com/players/G/GreeDr00.htm,SFO19,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GreeDr00_2019.jpg,74,,,DRE GREENLAW
